Y,X,Result,Assisted,Goalie,Player,Team,Year
968,1218,MESSY SAVE,Assisted,Adam Ghitelman,Kieran McArdle,Atlas,2019
1440,1463,MESSY SAVE,Assisted,Blaze Riorden,Connor Buczek,Atlas,2019
1528,1110,MESSY SAVE,Assisted,Blaze Riorden,Connor Buczek,Atlas,2019
1503,1448,MESSY SAVE,Assisted,Blaze Riorden,Ryan Brown,Atlas,2019
1421,1473,MESSY SAVE,Assisted,Drew Adams,Connor Buczek,Atlas,2019
1496,1164,MESSY SAVE,Assisted,Drew Adams,Connor Buczek,Atlas,2019
936,1151,MESSY SAVE,Assisted,Drew Adams,Eric Law,Atlas,2019
997,1121,MESSY SAVE,Assisted,Drew Adams,Eric Law,Atlas,2019
1068,839,MESSY SAVE,Assisted,Drew Adams,Eric Law,Atlas,2019
1236,1525,MESSY SAVE,Assisted,Drew Adams,Eric Law,Atlas,2019
1527,1240,MESSY SAVE,Assisted,Drew Adams,Paul Rabil,Atlas,2019
1220,1572,MESSY SAVE,Assisted,Drew Adams,Ryan Brown,Atlas,2019
1227,569,MESSY SAVE,Assisted,Drew Adams,Ryan Brown,Atlas,2019
1026,885,MESSY SAVE,Assisted,John Galloway,Connor Buczek,Atlas,2019
1086,803,MESSY SAVE,Assisted,John Galloway,Paul Rabil,Atlas,2019
1124,1205,MESSY SAVE,Assisted,John Galloway,Ryan Brown,Atlas,2019
1248,1296,MESSY SAVE,Assisted,John Galloway,Ryan Brown,Atlas,2019
1030,1084,MESSY SAVE,Assisted,Kyle Bernlohr,John Crawley,Atlas,2019
958,1151,MESSY SAVE,Assisted,Kyle Bernlohr,Ryan Brown,Atlas,2019
1045,908,MESSY SAVE,Assisted,Kyle Bernlohr,Ryan Brown,Atlas,2019
1058,860,MESSY SAVE,Assisted,Kyle Bernlohr,Ryan Brown,Atlas,2019
1161,1560,MESSY SAVE,Assisted,Tim Troutner,Ryan Brown,Atlas,2019
1231,1556,MESSY SAVE,Assisted,Tim Troutner,Ryan Brown,Atlas,2019
1013,882,MESSY SAVE,Assisted,Jack Concannon,Josh Byrne,Chaos,2019
1050,798,MESSY SAVE,Assisted,Jack Concannon,Miles Thompson,Chaos,2019
1212,1285,MESSY SAVE,Assisted,Adam Ghitelman,Kevin Buchanan,Chaos,2019
993,865,MESSY SAVE,Assisted,Brett Queener,Connor Fields,Chaos,2019
1112,582,MESSY SAVE,Assisted,Brett Queener,Josh Byrne,Chaos,2019
1287,1074,MESSY SAVE,Assisted,Dan Morris,Kevin Buchanan,Chaos,2019
1518,1424,MESSY SAVE,Assisted,Drew Adams,Deemer Class,Chaos,2019
1047,990,MESSY SAVE,Assisted,Jack Concannon,Josh Byrne,Chaos,2019
1337,869,MESSY SAVE,Assisted,John Galloway,Josh Byrne,Chaos,2019
1069,664,MESSY SAVE,Assisted,Kyle Bernlohr,Connor Fields,Chaos,2019
1186,488,MESSY SAVE,Assisted,Kyle Bernlohr,Deemer Class,Chaos,2019
1179,722,MESSY SAVE,Assisted,Tim Troutner,Connor Fields,Chaos,2019
1309,508,MESSY SAVE,Assisted,Tim Troutner,Connor Fields,Chaos,2019
1524,694,MESSY SAVE,Assisted,Tim Troutner,Deemer Class,Chaos,2019
1025,1282,MESSY SAVE,Assisted,Tim Troutner,Kevin Buchanan,Chaos,2019
1029,931,MESSY SAVE,Assisted,Tim Troutner,Kevin Buchanan,Chaos,2019
1439,1355,MESSY SAVE,Assisted,Tim Troutner,Kevin Buchanan,Chaos,2019
1042,849,MESSY SAVE,Assisted,Adam Ghitelman,Eric Scott,Chaos,2019
1742,997,MESSY SAVE,Assisted,Adam Ghitelman,Myles Jones,Chaos,2019
1185,1270,MESSY SAVE,Assisted,Brett Queener,Jake Froccaro,Chaos,2019
1342,955,MESSY SAVE,Assisted,Drew Adams,Dhane Smith,Chaos,2019
1053,1203,MESSY SAVE,Assisted,Drew Adams,Eric Scott,Chaos,2019
1471,1050,MESSY SAVE,Assisted,Drew Adams,Eric Scott,Chaos,2019
1145,1298,MESSY SAVE,Assisted,Jack Concannon,Dhane Smith,Chaos,2019
938,1177,MESSY SAVE,Assisted,Jack Concannon,Jake Froccaro,Chaos,2019
1022,1097,MESSY SAVE,Assisted,Jack Concannon,Jake Froccaro,Chaos,2019
1271,1546,MESSY SAVE,Assisted,Jack Concannon,Jake Froccaro,Chaos,2019
1366,1534,MESSY SAVE,Assisted,Jack Concannon,Jake Froccaro,Chaos,2019
993,1316,MESSY SAVE,Assisted,Jack Concannon,Miles Thompson,Chaos,2019
1065,802,MESSY SAVE,Assisted,Jack Concannon,Miles Thompson,Chaos,2019
1332,888,MESSY SAVE,Assisted,John Galloway,Patrick Resch,Chaos,2019
1036,1276,MESSY SAVE,Assisted,Kyle Bernlohr,Dhane Smith,Chaos,2019
1650,791,MESSY SAVE,Assisted,Kyle Bernlohr,Jake Froccaro,Chaos,2019
950,1284,MESSY SAVE,Assisted,Kyle Bernlohr,Miles Thompson,Chaos,2019
1047,1147,MESSY SAVE,Assisted,Tim Troutner,Eric Scott,Chaos,2019
1245,1402,MESSY SAVE,Assisted,Tim Troutner,Mark Glicini,Chaos,2019
1177,802,MESSY SAVE,Assisted,Tim Troutner,Miles Thompson,Chaos,2019
1106,943,MESSY SAVE,Assisted,Blaze Riorden,Justin Guterding,Chrome,2019
1182,1190,MESSY SAVE,Assisted,Blaze Riorden,Justin Guterding,Chrome,2019
1328,1014,MESSY SAVE,Assisted,Adam Ghitelman,Justin Guterding,Chrome,2019
1031,937,MESSY SAVE,Assisted,Adam Ghitelman,Simon Mathias,Chrome,2019
983,873,MESSY SAVE,Assisted,Blaze Riorden,Justin Guterding,Chrome,2019
1050,703,MESSY SAVE,Assisted,Blaze Riorden,Justin Guterding,Chrome,2019
1177,670,MESSY SAVE,Assisted,Blaze Riorden,Justin Guterding,Chrome,2019
1333,668,MESSY SAVE,Assisted,Drew Adams,Justin Guterding,Chrome,2019
1420,679,MESSY SAVE,Assisted,Drew Adams,Ned Crotty,Chrome,2019
1154,686,MESSY SAVE,Assisted,Jack Concannon,Justin Guterding,Chrome,2019
1393,773,MESSY SAVE,Assisted,Jack Concannon,Justin Guterding,Chrome,2019
1142,1265,MESSY SAVE,Assisted,Jack Concannon,Simon Mathias,Chrome,2019
1019,885,MESSY SAVE,Assisted,Kyle Bernlohr,Justin Guterding,Chrome,2019
1313,756,MESSY SAVE,Assisted,Tim Troutner,Justin Guterding,Chrome,2019
1104,639,MESSY SAVE,Assisted,Tim Troutner,Simon Mathias,Chrome,2019
1027,924,MESSY SAVE,Assisted,Adam Ghitelman,Matt Danowski,Chrome,2019
1055,480,MESSY SAVE,Assisted,Adam Ghitelman,Matt Danowski,Chrome,2019
1254,1546,MESSY SAVE,Assisted,Adam Ghitelman,Matt Danowski,Chrome,2019
1536,1006,MESSY SAVE,Assisted,Adam Ghitelman,Max Tuttle,Chrome,2019
1619,806,MESSY SAVE,Assisted,Adam Ghitelman,Max Tuttle,Chrome,2019
1368,662,MESSY SAVE,Assisted,Adam Ghitelman,Will Haus,Chrome,2019
1284,1465,MESSY SAVE,Assisted,Blaze Riorden,Jordan MacIntosh,Chrome,2019
1320,1034,MESSY SAVE,Assisted,Blaze Riorden,Jordan MacIntosh,Chrome,2019
1453,1439,MESSY SAVE,Assisted,Blaze Riorden,Jordan MacIntosh,Chrome,2019
1222,1552,MESSY SAVE,Assisted,Blaze Riorden,Matt Danowski,Chrome,2019
1048,969,MESSY SAVE,Assisted,Drew Adams,Joel White,Chrome,2019
1368,1440,MESSY SAVE,Assisted,Drew Adams,Jordan MacIntosh,Chrome,2019
1106,909,MESSY SAVE,Assisted,Drew Adams,Matt Danowski,Chrome,2019
1582,769,MESSY SAVE,Assisted,Jack Concannon,Matt Danowski,Chrome,2019
1017,891,MESSY SAVE,Assisted,Jack Concannon,Simon Mathias,Chrome,2019
1585,1113,MESSY SAVE,Assisted,Kyle Bernlohr,Matt Danowski,Chrome,2019
1023,1129,MESSY SAVE,Assisted,Tim Troutner,Jordan Wolf,Chrome,2019
1026,873,MESSY SAVE,Assisted,Blaze Riorden,Ryder Garnsey,Redwoods,2019
1038,1136,MESSY SAVE,Assisted,Drew Adams,Kyle Harrison,Redwoods,2019
1365,736,MESSY SAVE,Assisted,Blaze Riorden,Joe Walters,Redwoods,2019
1487,1187,MESSY SAVE,Assisted,Blaze Riorden,Joe Walters,Redwoods,2019
1027,780,MESSY SAVE,Assisted,Blaze Riorden,Ryder Garnsey,Redwoods,2019
1365,826,MESSY SAVE,Assisted,Blaze Riorden,Ryder Garnsey,Redwoods,2019
1545,704,MESSY SAVE,Assisted,Brett Queener,Jack Near,Redwoods,2019
1178,1420,MESSY SAVE,Assisted,Brett Queener,Joe Walters,Redwoods,2019
1492,806,MESSY SAVE,Assisted,Brett Queener,Joe Walters,Redwoods,2019
1151,487,MESSY SAVE,Assisted,Brett Queener,Kyle Harrison,Redwoods,2019
1015,727,MESSY SAVE,Assisted,Brett Queener,Matt Kavanagh,Redwoods,2019
1295,907,MESSY SAVE,Assisted,Brett Queener,Matt Kavanagh,Redwoods,2019
941,784,MESSY SAVE,Assisted,Brett Queener,Ryder Garnsey,Redwoods,2019
1089,722,MESSY SAVE,Assisted,Brett Queener,Ryder Garnsey,Redwoods,2019
1222,1107,MESSY SAVE,Assisted,Drew Adams,Joe Walters,Redwoods,2019
1158,973,MESSY SAVE,Assisted,Drew Adams,Ryder Garnsey,Redwoods,2019
1351,1304,MESSY SAVE,Assisted,Jack Concannon,Matt Kavanagh,Redwoods,2019
1608,1009,MESSY SAVE,Assisted,Kyle Bernlohr,Jack Near,Redwoods,2019
1488,1087,MESSY SAVE,Assisted,Kyle Bernlohr,Joe Walters,Redwoods,2019
1215,541,MESSY SAVE,Assisted,Kyle Bernlohr,Matt Kavanagh,Redwoods,2019
997,1142,MESSY SAVE,Assisted,Kyle Bernlohr,Ryder Garnsey,Redwoods,2019
1095,593,MESSY SAVE,Assisted,Kyle Bernlohr,Ryder Garnsey,Redwoods,2019
1535,813,MESSY SAVE,Assisted,Kyle Bernlohr,Ryder Garnsey,Redwoods,2019
1575,620,MESSY SAVE,Assisted,Adam Ghitelman,John Sexton,Redwoods,2019
1110,794,MESSY SAVE,Assisted,Blaze Riorden,Kylor Bellistri,Redwoods,2019
1518,1374,MESSY SAVE,Assisted,Drew Adams,Sergio Perkovic,Redwoods,2019
1368,1424,MESSY SAVE,Assisted,Drew Adams,Wes Berg,Redwoods,2019
1602,1261,MESSY SAVE,Assisted,Jack Concannon,Eddy Glazener,Redwoods,2019
1037,1126,MESSY SAVE,Assisted,Jack Concannon,Wes Berg,Redwoods,2019
934,1255,MESSY SAVE,Assisted,John Galloway,Clarke Petterson,Redwoods,2019
1011,1123,MESSY SAVE,Assisted,Kyle Bernlohr,Kyle Harrison,Redwoods,2019
1664,1083,MESSY SAVE,Assisted,Kyle Bernlohr,Kyle Harrison,Redwoods,2019
1038,1053,MESSY SAVE,Assisted,Kyle Bernlohr,Wes Berg,Redwoods,2019
1067,962,MESSY SAVE,Assisted,Kyle Bernlohr,Wes Berg,Redwoods,2019
1175,1487,MESSY SAVE,Assisted,Kyle Bernlohr,Wes Berg,Redwoods,2019
1053,821,MESSY SAVE,Assisted,Tim Troutner,Jay Carlson,Whipsnakes,2019
1064,750,MESSY SAVE,Assisted,Blaze Riorden,Connor Kelly,Whipsnakes,2019
1487,797,MESSY SAVE,Assisted,Drew Adams,Matt Rambo,Whipsnakes,2019
945,658,MESSY SAVE,Assisted,Jack Concannon,Ben Reeves,Whipsnakes,2019
869,814,MESSY SAVE,Assisted,John Galloway,Matt Rambo,Whipsnakes,2019
974,832,MESSY SAVE,Assisted,Tim Troutner,Matt Rambo,Whipsnakes,2019
981,781,MESSY SAVE,Assisted,Tim Troutner,Matt Rambo,Whipsnakes,2019
1088,943,MESSY SAVE,Assisted,Tim Troutner,Matt Rambo,Whipsnakes,2019
1105,757,MESSY SAVE,Assisted,Tim Troutner,Matt Rambo,Whipsnakes,2019
1068,725,MESSY SAVE,Assisted,Tim Troutner,Ryan Drenner,Whipsnakes,2019
1287,752,MESSY SAVE,Assisted,Adam Ghitelman,Drew Snider,Whipsnakes,2019
1215,553,MESSY SAVE,Assisted,Adam Ghitelman,Jake Bernhardt,Whipsnakes,2019
1627,1078,MESSY SAVE,Assisted,Blaze Riorden,Jake Bernhardt,Whipsnakes,2019
1466,1421,MESSY SAVE,Assisted,Blaze Riorden,Mike Chanenchuk,Whipsnakes,2019
1074,1402,MESSY SAVE,Assisted,Blaze Riorden,Ryan Drenner,Whipsnakes,2019
1076,1336,MESSY SAVE,Assisted,Blaze Riorden,Ryan Drenner,Whipsnakes,2019
1152,1461,MESSY SAVE,Assisted,Blaze Riorden,Ryan Drenner,Whipsnakes,2019
1200,984,MESSY SAVE,Assisted,Drew Adams,Drew Snider,Whipsnakes,2019
1477,890,MESSY SAVE,Assisted,Jack Concannon,Connor Kelly,Whipsnakes,2019
909,1159,MESSY SAVE,Assisted,Jack Concannon,Jay Carlson,Whipsnakes,2019
1107,738,MESSY SAVE,Assisted,Jack Concannon,Jay Carlson,Whipsnakes,2019
1053,773,MESSY SAVE,Assisted,Jack Concannon,Ryan Drenner,Whipsnakes,2019
1153,1030,MESSY SAVE,Assisted,Jack Concannon,Ryan Drenner,Whipsnakes,2019
1592,1007,MESSY SAVE,Assisted,John Galloway,Connor Kelly,Whipsnakes,2019
1592,1140,MESSY SAVE,Assisted,John Galloway,Jake Bernhardt,Whipsnakes,2019
1505,1370,MESSY SAVE,Assisted,John Galloway,John Haus,Whipsnakes,2019
1069,1213,MESSY SAVE,Assisted,Tim Troutner,Connor Kelly,Whipsnakes,2019
1550,1420,MESSY SAVE,Assisted,Tim Troutner,Jake Bernhardt,Whipsnakes,2019
965,1164,MESSY SAVE,Assisted,Tim Troutner,Jay Carlson,Whipsnakes,2019
1150,896,MESSY SAVE,Assisted,Tim Troutner,Jay Carlson,Whipsnakes,2019
1684,924,MESSY SAVE,Assisted,Tim Troutner,Joe Locascio,Whipsnakes,2019
1086,800,MESSY SAVE,Assisted,Tim Troutner,John Haus,Whipsnakes,2019
1202,1268,MESSY SAVE,Assisted,Tim Troutner,Mike Chanenchuk,Whipsnakes,2019
1569,999,MESSY SAVE,Assisted,Tim Troutner,Mike Chanenchuk,Whipsnakes,2019
1688,1293,OFF,Assisted,Blaze Riorden,Mike Simon,Archers,2019
1136,1105,OFF,Assisted,Tim Troutner,Will Manny,Archers,2019
1067,490,OFF,Assisted,Alex Ready,Joey Sankey,Archers,2019
1040,611,OFF,Assisted,Alex Ready,Will Manny,Archers,2019
1293,539,OFF,Assisted,Blaze Riorden,Will Manny,Archers,2019
1200,1199,OFF,Assisted,Brett Queener,Will Manny,Archers,2019
1288,530,OFF,Assisted,Jack Concannon,Ian MacKay,Archers,2019
1042,678,OFF,Assisted,Jack Concannon,Tyler Pfister,Archers,2019
990,733,OFF,Assisted,Jack Concannon,Will Manny,Archers,2019
1213,1030,OFF,Assisted,Jack Concannon,Will Manny,Archers,2019
1385,1365,OFF,Assisted,Jack Concannon,Will Manny,Archers,2019
932,854,OFF,Assisted,John Galloway,Will Manny,Archers,2019
1223,473,OFF,Assisted,John Galloway,Will Manny,Archers,2019
1414,701,OFF,Assisted,John Galloway,Will Manny,Archers,2019
1532,1196,OFF,Assisted,Scott Rodgers,Ryan Ambler,Archers,2019
1119,529,OFF,Assisted,Tim Troutner,Will Manny,Archers,2019
1210,522,OFF,Assisted,Tim Troutner,Will Manny,Archers,2019
1301,1190,OFF,Assisted,Tim Troutner,Will Manny,Archers,2019
1181,1079,OFF,Assisted,Alex Ready,Davey Emala,Archers,2019
1053,1487,OFF,Assisted,Alex Ready,Marcus Holman,Archers,2019
1627,850,OFF,Assisted,Alex Ready,Marcus Holman,Archers,2019
909,1220,OFF,Assisted,Blaze Riorden,Marcus Holman,Archers,2019
1062,1289,OFF,Assisted,Blaze Riorden,Marcus Holman,Archers,2019
1394,1506,OFF,Assisted,Blaze Riorden,Marcus Holman,Archers,2019
1534,1659,OFF,Assisted,Blaze Riorden,Marcus Holman,Archers,2019
1544,1354,OFF,Assisted,Blaze Riorden,Marcus Holman,Archers,2019
1627,934,OFF,Assisted,Blaze Riorden,Scott Ratliff,Archers,2019
1632,878,OFF,Assisted,Blaze Riorden,Tom Schreiber,Archers,2019
1496,767,OFF,Assisted,Brett Queener,Austin Sims,Archers,2019
1050,1421,OFF,Assisted,Brett Queener,Davey Emala,Archers,2019
1238,1493,OFF,Assisted,Brett Queener,Marcus Holman,Archers,2019
971,865,OFF,Assisted,Jack Concannon,Ben Mcintosh,Archers,2019
1050,1272,OFF,Assisted,Jack Concannon,Ben Mcintosh,Archers,2019
1078,1286,OFF,Assisted,Jack Concannon,Ben Mcintosh,Archers,2019
1120,781,OFF,Assisted,Jack Concannon,Joey Sankey,Archers,2019
1187,966,OFF,Assisted,Jack Concannon,Marcus Holman,Archers,2019
1643,1185,OFF,Assisted,Jack Concannon,Marcus Holman,Archers,2019
1563,645,OFF,Assisted,Jack Concannon,Tom Schreiber,Archers,2019
1246,1283,OFF,Assisted,John Galloway,Ben Mcintosh,Archers,2019
1009,1179,OFF,Assisted,John Galloway,Christian Cuccinello,Archers,2019
1169,869,OFF,Assisted,John Galloway,Christian Cuccinello,Archers,2019
1228,1369,OFF,Assisted,John Galloway,Marcus Holman,Archers,2019
1463,561,OFF,Assisted,John Galloway,Mike Simon,Archers,2019
1356,1031,OFF,Assisted,John Galloway,Scott Ratliff,Archers,2019
1379,1158,OFF,Assisted,Kyle Bernlohr,Ben Mcintosh,Archers,2019
1298,1482,OFF,Assisted,Kyle Bernlohr,Dominique Alexander,Archers,2019
1516,1110,OFF,Assisted,Scott Rodgers,Ben Mcintosh,Archers,2019
918,1156,OFF,Assisted,Scott Rodgers,Will Manny,Archers,2019
1190,1525,OFF,Assisted,Tim Troutner,Ben Mcintosh,Archers,2019
1320,1243,OFF,Assisted,Tim Troutner,Ben Mcintosh,Archers,2019
1170,1474,OFF,Assisted,Tim Troutner,Dominique Alexander,Archers,2019
1432,1478,OFF,Assisted,Tim Troutner,Kevin Rice,Archers,2019
1389,1400,OFF,Assisted,Tim Troutner,Marcus Holman,Archers,2019
1500,1178,OFF,Assisted,Tim Troutner,Tom Schreiber,Archers,2019
1619,1006,OFF,Assisted,Tim Troutner,Tom Schreiber,Archers,2019
1093,1204,OFF,Assisted,Adam Ghitelman,Joel Tinney,Atlas,2019
1203,1040,OFF,Assisted,Adam Ghitelman,John Crawley,Atlas,2019
1193,973,OFF,Assisted,John Galloway,Chris Cloutier,Atlas,2019
1069,1215,OFF,Assisted,Adam Ghitelman,Chris Cloutier,Atlas,2019
1320,1146,OFF,Assisted,Adam Ghitelman,Andrew Hodgson,Atlas,2019
1210,595,OFF,Assisted,Adam Ghitelman,Chris Cloutier,Atlas,2019
970,723,OFF,Assisted,Adam Ghitelman,Kieran McArdle,Atlas,2019
1469,886,OFF,Assisted,Adam Ghitelman,Kieran McArdle,Atlas,2019
1390,551,OFF,Assisted,Adam Ghitelman,Ryan Brown,Atlas,2019
1451,1213,OFF,Assisted,Adam Ghitelman,Ryan Brown,Atlas,2019
1542,668,OFF,Assisted,Blaze Riorden,Cade Van Raaphorst,Atlas,2019
995,680,OFF,Assisted,Drew Adams,Kieran McArdle,Atlas,2019
1470,1465,OFF,Assisted,Drew Adams,Ryan Brown,Atlas,2019
1593,686,OFF,Assisted,Drew Adams,Ryan Brown,Atlas,2019
1030,730,OFF,Assisted,John Galloway,Chris Cloutier,Atlas,2019
1116,734,OFF,Assisted,John Galloway,Chris Cloutier,Atlas,2019
1038,717,OFF,Assisted,John Galloway,Kieran McArdle,Atlas,2019
1471,604,OFF,Assisted,John Galloway,Ryan Brown,Atlas,2019
1566,980,OFF,Assisted,Kyle Bernlohr,Ryan Brown,Atlas,2019
1196,482,OFF,Assisted,Tim Troutner,Joel Tinney,Atlas,2019
1083,592,OFF,Assisted,Tim Troutner,Ryan Brown,Atlas,2019
1428,1378,OFF,Assisted,Tim Troutner,Ryan Brown,Atlas,2019
1029,890,OFF,Assisted,Adam Ghitelman,Chris Cloutier,Atlas,2019
1197,1584,OFF,Assisted,Adam Ghitelman,Connor Buczek,Atlas,2019
1453,635,OFF,Assisted,Adam Ghitelman,Connor Buczek,Atlas,2019
1477,1332,OFF,Assisted,Adam Ghitelman,Connor Buczek,Atlas,2019
1618,1365,OFF,Assisted,Adam Ghitelman,Paul Rabil,Atlas,2019
1129,1475,OFF,Assisted,Adam Ghitelman,Ryan Brown,Atlas,2019
1503,1195,OFF,Assisted,Blaze Riorden,Austin Pifani,Atlas,2019
1414,770,OFF,Assisted,Blaze Riorden,Ryan Brown,Atlas,2019
1615,992,OFF,Assisted,Blaze Riorden,Trevor Baptiste,Atlas,2019
1490,1317,OFF,Assisted,Drew Adams,Andrew Hodgson,Atlas,2019
1132,876,OFF,Assisted,Drew Adams,James Pannell,Atlas,2019
1050,550,OFF,Assisted,Drew Adams,Paul Rabil,Atlas,2019
1230,593,OFF,Assisted,Drew Adams,Ryan Brown,Atlas,2019
1241,515,OFF,Assisted,Drew Adams,Ryan Brown,Atlas,2019
1098,798,OFF,Assisted,John Galloway,Chris Cloutier,Atlas,2019
1402,1495,OFF,Assisted,John Galloway,Connor Buczek,Atlas,2019
1425,1271,OFF,Assisted,John Galloway,Connor Buczek,Atlas,2019
1622,713,OFF,Assisted,John Galloway,Connor Buczek,Atlas,2019
1017,1139,OFF,Assisted,John Galloway,Eric Law,Atlas,2019
1093,1188,OFF,Assisted,John Galloway,Ryan Brown,Atlas,2019
1138,1105,OFF,Assisted,John Galloway,Ryan Brown,Atlas,2019
1653,755,OFF,Assisted,John Galloway,Trevor Baptiste,Atlas,2019
1439,640,OFF,Assisted,Kyle Bernlohr,Connor Buczek,Atlas,2019
978,1169,OFF,Assisted,Kyle Bernlohr,John Crawley,Atlas,2019
1335,1461,OFF,Assisted,Kyle Bernlohr,Paul Rabil,Atlas,2019
1601,1356,OFF,Assisted,Kyle Bernlohr,Paul Rabil,Atlas,2019
1312,514,OFF,Assisted,Kyle Bernlohr,Ryan Brown,Atlas,2019
1558,675,OFF,Assisted,Tim Troutner,Kyle Hartzell,Atlas,2019
1731,1179,OFF,Assisted,Tim Troutner,Kyle Hartzell,Atlas,2019
1100,878,OFF,Assisted,Tim Troutner,Ryan Brown,Atlas,2019
1189,833,OFF,Assisted,Brett Queener,Eric Scott,Chaos,2019
1087,1255,OFF,Assisted,Tim Troutner,Josh Byrne,Chaos,2019
1134,419,OFF,Assisted,Brett Queener,Deemer Class,Chaos,2019
1210,793,OFF,Assisted,Brett Queener,Josh Byrne,Chaos,2019
1291,632,OFF,Assisted,Brett Queener,Josh Byrne,Chaos,2019
1120,1288,OFF,Assisted,Drew Adams,Eric Scott,Chaos,2019
1462,794,OFF,Assisted,Drew Adams,Eric Scott,Chaos,2019
1150,1044,OFF,Assisted,Jack Concannon,Josh Byrne,Chaos,2019
1219,1274,OFF,Assisted,Kyle Bernlohr,Deemer Class,Chaos,2019
1470,587,OFF,Assisted,Kyle Bernlohr,Deemer Class,Chaos,2019
1577,1346,OFF,Assisted,Kyle Bernlohr,Deemer Class,Chaos,2019
1526,800,OFF,Assisted,Kyle Bernlohr,Jake Froccaro,Chaos,2019
1620,1012,OFF,Assisted,Kyle Bernlohr,Jake Froccaro,Chaos,2019
1069,478,OFF,Assisted,Tim Troutner,Connor Fields,Chaos,2019
1337,722,OFF,Assisted,Tim Troutner,Connor Fields,Chaos,2019
1122,510,OFF,Assisted,Tim Troutner,Deemer Class,Chaos,2019
1078,728,OFF,Assisted,Tim Troutner,Kevin Buchanan,Chaos,2019
1183,1160,OFF,Assisted,Adam Ghitelman,Jake Froccaro,Chaos,2019
1255,852,OFF,Assisted,Adam Ghitelman,Jake Froccaro,Chaos,2019
1819,1288,OFF,Assisted,Adam Ghitelman,Jarrod Neumann,Chaos,2019
1326,1559,OFF,Assisted,Brett Queener,Jake Froccaro,Chaos,2019
1715,720,OFF,Assisted,Brett Queener,Jarrod Neumann,Chaos,2019
1469,1455,OFF,Assisted,Brett Queener,Matt Rees,Chaos,2019
999,1340,OFF,Assisted,Jack Concannon,Miles Thompson,Chaos,2019
1155,832,OFF,Assisted,Jack Concannon,Miles Thompson,Chaos,2019
1582,1373,OFF,Assisted,Jack Concannon,Myles Jones,Chaos,2019
1613,928,OFF,Assisted,Jack Concannon,Myles Jones,Chaos,2019
1573,1227,OFF,Assisted,Jack Concannon,Troy Reh,Chaos,2019
1325,1563,OFF,Assisted,John Galloway,Jake Froccaro,Chaos,2019
1644,1453,OFF,Assisted,John Galloway,Matt Rees,Chaos,2019
1735,1243,OFF,Assisted,Kyle Bernlohr,Jarrod Neumann,Chaos,2019
1394,873,OFF,Assisted,Kyle Bernlohr,Mike Bocklet,Chaos,2019
1606,867,OFF,Assisted,Kyle Bernlohr,Troy Reh,Chaos,2019
1119,1394,OFF,Assisted,Tim Troutner,Eric Scott,Chaos,2019
1240,709,OFF,Assisted,Tim Troutner,Eric Scott,Chaos,2019
1248,1569,OFF,Assisted,Tim Troutner,Jake Froccaro,Chaos,2019
1652,891,OFF,Assisted,Tim Troutner,Jake Froccaro,Chaos,2019
1454,578,OFF,Assisted,Tim Troutner,Jarrod Neumann,Chaos,2019
1651,1370,OFF,Assisted,Tim Troutner,Jarrod Neumann,Chaos,2019
1704,541,OFF,Assisted,Tim Troutner,Jarrod Neumann,Chaos,2019
933,850,OFF,Assisted,Tim Troutner,Miles Thompson,Chaos,2019
952,1445,OFF,Assisted,Tim Troutner,Miles Thompson,Chaos,2019
1002,882,OFF,Assisted,Blaze Riorden,Jordan MacIntosh,Chrome,2019
1032,1142,OFF,Assisted,Tim Troutner,John Ranagan,Chrome,2019
1146,814,OFF,Assisted,Jack Concannon,Jordan MacIntosh,Chrome,2019
1560,716,OFF,Assisted,Adam Ghitelman,Alec Tulett,Chrome,2019
1042,443,OFF,Assisted,Adam Ghitelman,Justin Guterding,Chrome,2019
1242,530,OFF,Assisted,Adam Ghitelman,Justin Guterding,Chrome,2019
1409,576,OFF,Assisted,Blaze Riorden,John Ranagan,Chrome,2019
1474,674,OFF,Assisted,Blaze Riorden,John Ranagan,Chrome,2019
1162,465,OFF,Assisted,Blaze Riorden,Ned Crotty,Chrome,2019
1218,1192,OFF,Assisted,Blaze Riorden,Simon Mathias,Chrome,2019
1465,1037,OFF,Assisted,Dan Morris,Justin Guterding,Chrome,2019
952,709,OFF,Assisted,Tim Troutner,Justin Guterding,Chrome,2019
1448,815,OFF,Assisted,Tim Troutner,Justin Guterding,Chrome,2019
1251,696,OFF,Assisted,Tim Troutner,Simon Mathias,Chrome,2019
1239,1529,OFF,Assisted,Adam Ghitelman,Joel White,Chrome,2019
1290,1497,OFF,Assisted,Adam Ghitelman,Matt Danowski,Chrome,2019
1495,1414,OFF,Assisted,Adam Ghitelman,Matt Danowski,Chrome,2019
1054,1119,OFF,Assisted,Adam Ghitelman,Mike O'Neil,Chrome,2019
1474,657,OFF,Assisted,Adam Ghitelman,Mike O'Neil,Chrome,2019
1345,1088,OFF,Assisted,Adam Ghitelman,Will Haus,Chrome,2019
1414,1495,OFF,Assisted,Blaze Riorden,Matt Danowski,Chrome,2019
1497,1427,OFF,Assisted,Blaze Riorden,Romar Dennis,Chrome,2019
1454,773,OFF,Assisted,Dan Morris,Joel White,Chrome,2019
1416,1319,OFF,Assisted,Dan Morris,Jordan MacIntosh,Chrome,2019
1127,1512,OFF,Assisted,Drew Adams,Jordan MacIntosh,Chrome,2019
1340,1471,OFF,Assisted,Drew Adams,Jordan Wolf,Chrome,2019
